STROKE 1
104 146 1775645215.924000
111 136 1775645215.967000
121 136 1775645215.983000
131 137 1775645216.000000
138 141 1775645216.017000
141 146 1775645216.034000
141 150 1775645216.050000
141 154 1775645216.067000
135 157 1775645216.083000
127 159 1775645216.100000
118 159 1775645216.117000
110 159 1775645216.133000
105 153 1775645216.150000
103 145 1775645216.166000
103 136 1775645216.183000
105 127 1775645216.200000
112 120 1775645216.216000
122 116 1775645216.233000
135 115 1775645216.250000

STROKE 2
195 140 1775645216.424000
190 142 1775645216.467000
185 148 1775645216.483000
180 154 1775645216.500000
175 158 1775645216.516000
171 160 1775645216.533000
167 160 1775645216.549000
165 159 1775645216.566000
164 153 1775645216.583000
164 146 1775645216.600000
164 141 1775645216.616000
166 136 1775645216.633000
171 132 1775645216.649000
176 131 1775645216.666000
181 131 1775645216.682000
184 131 1775645216.699000
186 134 1775645216.716000
186 137 1775645216.732000
186 141 1775645216.749000
186 144 1775645216.766000
186 147 1775645216.782000
186 148 1775645216.799000
186 149 1775645216.816000
187 149 1775645216.832000
189 146 1775645216.849000
192 139 1775645216.865000
196 133 1775645216.882000
201 128 1775645216.899000
205 125 1775645216.915000
210 124 1775645216.932000
212 124 1775645216.949000
213 125 1775645216.965000
214 130 1775645216.982000
214 136 1775645216.998000
214 141 1775645217.015000
214 146 1775645217.032000
214 150 1775645217.048000
214 152 1775645217.065000
214 153 1775645217.082000
215 151 1775645217.115000
219 144 1775645217.132000
224 137 1775645217.149000
230 132 1775645217.165000
236 128 1775645217.182000
242 128 1775645217.198000
247 128 1775645217.215000
248 132 1775645217.232000
249 138 1775645217.248000
249 145 1775645217.265000
249 151 1775645217.281000
247 159 1775645217.298000

STROKE 3
239 127 1775645217.489000
234 129 1775645217.514000
228 129 1775645217.531000
221 129 1775645217.548000
215 129 1775645217.565000
211 127 1775645217.581000
209 120 1775645217.598000
209 113 1775645217.614000
209 107 1775645217.631000
215 103 1775645217.648000
222 102 1775645217.664000
230 102 1775645217.681000
238 102 1775645217.698000
244 104 1775645217.714000

STROKE 4
214 174 1775645218.505000
217 176 1775645218.597000
217 179 1775645218.613000
217 181 1775645218.630000
216 181 1775645218.646000
215 181 1775645218.663000
214 181 1775645218.679000
214 181 1775645218.696000
214 179 1775645218.713000
214 179 1775645218.729000
215 178 1775645218.746000
215 178 1775645218.813000
214 178 1775645218.830000

