STROKE 1
185 132 1775638308.365000
192 143 1775638308.444000
192 151 1775638308.461000
190 156 1775638308.477000
185 159 1775638308.494000
179 159 1775638308.511000
173 157 1775638308.527000
167 150 1775638308.544000
163 142 1775638308.560000
161 133 1775638308.577000
161 124 1775638308.594000
163 116 1775638308.610000
170 110 1775638308.627000
177 107 1775638308.644000
184 106 1775638308.660000
190 106 1775638308.677000
194 106 1775638308.694000
196 110 1775638308.710000
198 116 1775638308.727000
199 123 1775638308.744000
199 133 1775638308.760000
200 145 1775638308.777000
200 157 1775638308.794000
200 168 1775638308.810000
200 178 1775638308.827000
200 187 1775638308.844000
199 193 1775638308.860000
198 197 1775638308.877000
198 198 1775638308.893000

STROKE 2
216 78 1775638309.083000
204 69 1775638309.110000
200 70 1775638309.127000
194 73 1775638309.143000
189 77 1775638309.160000
185 81 1775638309.176000
182 86 1775638309.193000
182 89 1775638309.210000
182 92 1775638309.226000
187 94 1775638309.243000
197 95 1775638309.260000
208 95 1775638309.276000
217 95 1775638309.293000
223 95 1775638309.310000
227 95 1775638309.326000
228 95 1775638309.343000
228 98 1775638309.376000
228 105 1775638309.393000
228 113 1775638309.410000
227 124 1775638309.426000
227 136 1775638309.443000
226 149 1775638309.459000
225 163 1775638309.476000
225 175 1775638309.493000
224 187 1775638309.509000
224 196 1775638309.526000
224 203 1775638309.543000
223 209 1775638309.559000
222 213 1775638309.576000
219 215 1775638309.592000
216 217 1775638309.609000
212 218 1775638309.626000
207 218 1775638309.642000
200 218 1775638309.659000
190 217 1775638309.676000
181 212 1775638309.692000
174 206 1775638309.709000
171 200 1775638309.726000
171 194 1775638309.742000
174 187 1775638309.759000
193 176 1775638309.776000

