STROKE 1
164 150 1775710018.421000
169 148 1775710018.483000
169 153 1775710018.500000
169 160 1775710018.516000
169 165 1775710018.532000
167 168 1775710018.549000
164 169 1775710018.566000
160 169 1775710018.582000
156 167 1775710018.599000
153 162 1775710018.615000
152 156 1775710018.632000
152 150 1775710018.649000
161 139 1775710018.665000
173 132 1775710018.682000
178 128 1775710018.699000
178 128 1775710018.715000
178 129 1775710018.749000
179 133 1775710018.765000
179 138 1775710018.782000
179 144 1775710018.799000
179 152 1775710018.815000
179 162 1775710018.831000
179 172 1775710018.848000
179 181 1775710018.865000
179 190 1775710018.881000
179 196 1775710018.898000
179 199 1775710018.915000
182 199 1775710018.931000
186 199 1775710018.948000
192 198 1775710018.965000

STROKE 2
176 135 1775710019.387000
166 132 1775710019.431000
161 132 1775710019.447000
156 130 1775710019.464000
152 125 1775710019.481000
150 115 1775710019.497000
150 103 1775710019.514000
153 92 1775710019.531000
160 86 1775710019.547000
167 84 1775710019.564000
175 84 1775710019.581000
181 84 1775710019.597000
185 88 1775710019.614000
187 94 1775710019.630000
188 101 1775710019.647000
188 108 1775710019.664000
188 115 1775710019.680000
185 121 1775710019.697000
181 125 1775710019.714000
175 128 1775710019.730000
170 129 1775710019.747000
164 129 1775710019.763000
161 129 1775710019.780000
159 125 1775710019.796000
159 121 1775710019.813000
159 116 1775710019.829000
163 112 1775710019.846000
169 110 1775710019.862000
173 110 1775710019.879000
176 110 1775710019.896000
177 116 1775710019.913000
179 122 1775710019.930000

STROKE 3
212 144 1775710020.186000
208 140 1775710020.446000
206 141 1775710020.463000
204 141 1775710020.479000
203 141 1775710020.496000
203 141 1775710020.512000

STROKE 4
213 176 1775710020.735000
211 170 1775710020.912000
210 168 1775710020.929000
210 167 1775710020.945000
210 166 1775710020.962000
210 166 1775710021.062000
209 166 1775710021.078000

