STROKE 1
161 136 1775662305.402000
168 129 1775662305.460000
175 133 1775662305.477000
181 138 1775662305.493000
185 144 1775662305.510000
187 149 1775662305.526000
187 156 1775662305.543000
187 162 1775662305.560000
183 166 1775662305.576000
177 170 1775662305.593000
170 171 1775662305.609000
164 171 1775662305.626000
159 171 1775662305.643000
157 171 1775662305.659000
156 170 1775662305.676000
156 169 1775662305.693000
158 168 1775662305.709000

STROKE 2
190 154 1775662305.916000
192 143 1775662305.942000
194 139 1775662305.959000
199 137 1775662305.976000
207 137 1775662305.992000
213 137 1775662306.009000
219 139 1775662306.025000
223 144 1775662306.042000
224 149 1775662306.059000
224 154 1775662306.075000
224 158 1775662306.092000
224 162 1775662306.108000
221 165 1775662306.125000
220 167 1775662306.142000

STROKE 3
184 104 1775662308.913000
188 107 1775662308.971000
194 111 1775662308.987000
199 116 1775662309.004000
205 119 1775662309.021000
210 122 1775662309.037000
213 124 1775662309.054000

