STROKE 1
173 120 1775797118.136000
165 126 1775797118.264000
167 129 1775797118.280000
170 133 1775797118.297000
172 136 1775797118.313000
173 139 1775797118.330000
174 142 1775797118.347000
175 146 1775797118.363000
175 149 1775797118.380000
174 151 1775797118.396000
171 152 1775797118.413000
167 153 1775797118.429000
163 153 1775797118.446000
160 153 1775797118.463000
158 153 1775797118.479000
158 151 1775797118.496000
158 149 1775797118.512000
159 148 1775797118.529000
163 148 1775797118.546000
166 148 1775797118.563000
168 148 1775797118.579000
170 148 1775797118.596000
171 151 1775797118.612000
172 155 1775797118.629000
172 161 1775797118.646000
172 167 1775797118.662000
173 174 1775797118.679000
173 182 1775797118.696000
174 189 1775797118.712000
175 194 1775797118.729000
176 199 1775797118.745000
176 201 1775797118.762000
177 202 1775797118.779000
177 202 1775797118.795000

STROKE 2
202 128 1775797121.332000
210 118 1775797121.392000
213 118 1775797121.409000
215 119 1775797121.426000
218 121 1775797121.442000
219 125 1775797121.459000
219 129 1775797121.476000
219 133 1775797121.492000
219 137 1775797121.509000
219 141 1775797121.525000
218 145 1775797121.542000
216 148 1775797121.559000
213 151 1775797121.575000
211 153 1775797121.592000
207 155 1775797121.608000
203 155 1775797121.625000
199 155 1775797121.641000
196 153 1775797121.658000
194 147 1775797121.675000
194 142 1775797121.691000
194 137 1775797121.708000
195 133 1775797121.725000
198 132 1775797121.741000
201 132 1775797121.758000
203 132 1775797121.774000
205 132 1775797121.791000
206 134 1775797121.808000
206 138 1775797121.824000
206 141 1775797121.841000
205 143 1775797121.858000
204 145 1775797121.874000
204 148 1775797121.891000
203 150 1775797121.908000

STROKE 3
219 120 1775797122.215000
209 123 1775797122.325000
206 119 1775797122.341000
204 113 1775797122.358000
204 107 1775797122.374000
205 102 1775797122.391000
210 101 1775797122.407000
228 100 1775797122.424000

