STROKE 1
107 150 1775709931.216000
114 149 1775709931.294000
118 153 1775709931.311000
120 157 1775709931.327000
120 162 1775709931.344000
120 166 1775709931.360000
116 168 1775709931.377000
111 168 1775709931.393000
106 168 1775709931.410000
101 165 1775709931.427000
98 158 1775709931.443000
97 151 1775709931.460000
97 142 1775709931.476000
101 135 1775709931.493000
107 129 1775709931.510000
115 128 1775709931.526000
126 128 1775709931.543000

STROKE 2
144 171 1775709931.716000
136 161 1775709931.793000
136 157 1775709931.810000
136 152 1775709931.826000
141 147 1775709931.843000
146 143 1775709931.860000
151 141 1775709931.876000
154 141 1775709931.893000
156 142 1775709931.909000
157 147 1775709931.926000
157 153 1775709931.943000
157 159 1775709931.959000
157 163 1775709931.976000
157 165 1775709931.992000
157 165 1775709932.009000
156 165 1775709932.026000
155 161 1775709932.042000
155 154 1775709932.059000
158 146 1775709932.075000
165 139 1775709932.092000
172 134 1775709932.109000
177 133 1775709932.125000
181 133 1775709932.142000
183 133 1775709932.159000
185 137 1775709932.176000
185 141 1775709932.192000
185 146 1775709932.209000
185 151 1775709932.226000
185 156 1775709932.242000
185 159 1775709932.259000
184 160 1775709932.275000
184 160 1775709932.292000
184 158 1775709932.308000
184 152 1775709932.325000
187 146 1775709932.342000
192 141 1775709932.358000
197 139 1775709932.375000
202 139 1775709932.392000
205 139 1775709932.409000
208 141 1775709932.425000
209 145 1775709932.442000
209 150 1775709932.458000
209 156 1775709932.475000
209 160 1775709932.492000
209 165 1775709932.508000

STROKE 3
257 160 1775709932.664000
251 159 1775709932.691000
246 159 1775709932.708000
240 159 1775709932.725000
235 159 1775709932.741000
231 159 1775709932.758000
229 155 1775709932.775000
229 148 1775709932.791000
230 143 1775709932.808000
233 141 1775709932.825000
237 139 1775709932.841000
242 139 1775709932.858000
245 139 1775709932.875000
246 139 1775709932.891000
243 138 1775709932.941000
238 133 1775709932.958000
234 127 1775709932.974000
231 121 1775709932.991000
231 115 1775709933.007000
232 112 1775709933.024000
242 111 1775709933.041000
272 116 1775709933.057000

