STROKE 1
97 137 1775799424.885000
114 129 1775799424.979000
123 131 1775799424.996000
130 134 1775799425.012000
136 139 1775799425.029000
139 144 1775799425.045000
139 150 1775799425.062000
139 155 1775799425.079000
135 160 1775799425.095000
128 163 1775799425.112000
123 165 1775799425.129000
119 165 1775799425.145000
115 165 1775799425.162000
114 164 1775799425.178000
114 161 1775799425.195000
114 158 1775799425.212000
114 156 1775799425.228000
116 155 1775799425.245000
119 154 1775799425.261000
121 153 1775799425.278000
124 152 1775799425.294000
126 150 1775799425.311000
129 147 1775799425.328000
133 143 1775799425.344000
137 137 1775799425.361000
143 131 1775799425.378000
149 126 1775799425.394000
156 123 1775799425.411000
163 122 1775799425.428000
168 122 1775799425.444000
172 125 1775799425.461000
175 130 1775799425.477000
176 136 1775799425.494000
176 141 1775799425.511000
176 145 1775799425.528000
174 149 1775799425.544000
169 152 1775799425.561000
164 153 1775799425.578000
159 154 1775799425.594000
155 154 1775799425.611000
151 154 1775799425.627000
149 152 1775799425.644000
147 150 1775799425.661000

STROKE 2
137 144 1775799426.567000
138 140 1775799426.643000
140 143 1775799426.660000
142 146 1775799426.676000
144 148 1775799426.693000
146 152 1775799426.710000

STROKE 3
190 129 1775799428.696000
186 129 1775799428.774000
186 133 1775799428.790000
186 138 1775799428.807000
186 142 1775799428.823000
186 146 1775799428.840000
188 150 1775799428.856000
190 153 1775799428.873000
192 156 1775799428.890000
196 157 1775799428.906000
199 157 1775799428.923000
203 157 1775799428.939000
207 155 1775799428.956000
209 151 1775799428.973000
210 145 1775799428.989000
210 139 1775799429.006000
210 133 1775799429.023000
210 130 1775799429.039000
210 129 1775799429.056000

STROKE 4
231 129 1775799433.424000
236 128 1775799433.483000
236 132 1775799433.500000
238 136 1775799433.516000
239 141 1775799433.533000
239 144 1775799433.550000
239 147 1775799433.567000
239 150 1775799433.583000
237 153 1775799433.600000
233 155 1775799433.616000
229 157 1775799433.633000
225 158 1775799433.649000
221 158 1775799433.666000
219 158 1775799433.683000
217 158 1775799433.699000

STROKE 5
250 120 1775799434.222000
243 124 1775799434.332000
239 124 1775799434.349000
236 121 1775799434.365000
234 116 1775799434.382000
234 108 1775799434.398000
234 101 1775799434.415000
239 96 1775799434.432000
247 95 1775799434.448000
269 95 1775799434.465000

STROKE 6
202 157 1775799440.712000
208 153 1775799440.872000
208 155 1775799440.888000
210 156 1775799440.905000
211 157 1775799440.922000
212 158 1775799440.938000

