STROKE 1
163 136 1775711455.288000
162 140 1775711455.332000
162 146 1775711455.349000
163 153 1775711455.366000
166 158 1775711455.382000
171 163 1775711455.399000
177 166 1775711455.415000

STROKE 2
189 137 1775711455.571000
197 141 1775711455.632000
200 146 1775711455.648000
203 152 1775711455.665000
203 158 1775711455.682000
203 164 1775711455.698000
202 168 1775711455.715000
196 171 1775711455.732000
190 172 1775711455.748000
183 172 1775711455.765000
178 172 1775711455.781000
174 172 1775711455.798000
174 168 1775711455.814000
174 164 1775711455.831000
176 162 1775711455.848000
181 161 1775711455.864000
187 161 1775711455.881000
191 161 1775711455.898000
195 164 1775711455.914000
198 169 1775711455.931000
200 174 1775711455.948000
201 182 1775711455.964000
201 190 1775711455.981000
201 197 1775711455.998000
201 203 1775711456.014000
199 208 1775711456.031000
195 211 1775711456.048000
190 212 1775711456.064000
183 212 1775711456.081000
175 211 1775711456.098000
168 206 1775711456.114000
162 199 1775711456.131000
157 191 1775711456.148000
152 181 1775711456.164000
148 171 1775711456.181000
144 158 1775711456.197000
142 144 1775711456.214000
142 129 1775711456.231000
142 117 1775711456.247000
144 107 1775711456.264000
153 101 1775711456.280000
164 100 1775711456.297000
185 100 1775711456.314000
201 104 1775711456.330000

