STROKE 1
130 135 1775580571.769000
136 127 1775580571.811000
142 126 1775580571.828000
148 125 1775580571.845000
153 125 1775580571.861000
156 129 1775580571.878000
156 136 1775580571.894000
156 143 1775580571.911000
155 149 1775580571.928000
152 154 1775580571.944000
150 157 1775580571.961000
148 158 1775580571.978000
147 159 1775580571.994000
149 159 1775580572.062000
151 159 1775580572.078000
154 160 1775580572.094000
156 164 1775580572.111000
157 169 1775580572.127000
157 174 1775580572.144000
154 179 1775580572.160000
149 184 1775580572.177000
143 187 1775580572.194000
138 187 1775580572.210000
134 187 1775580572.227000
130 187 1775580572.243000
128 185 1775580572.260000
128 182 1775580572.277000
130 180 1775580572.293000

STROKE 2
158 156 1775580572.550000
161 144 1775580572.576000
163 137 1775580572.592000
168 132 1775580572.609000
174 128 1775580572.626000
181 126 1775580572.642000
188 125 1775580572.659000
194 125 1775580572.676000
199 131 1775580572.693000
204 137 1775580572.709000
206 144 1775580572.726000
206 150 1775580572.743000
206 156 1775580572.759000
206 163 1775580572.775000
204 168 1775580572.792000
203 172 1775580572.809000
201 174 1775580572.825000
200 175 1775580572.842000
200 175 1775580572.859000
199 175 1775580572.875000

STROKE 3
205 145 1775580573.149000
216 130 1775580573.191000
222 126 1775580573.208000
230 124 1775580573.225000
236 124 1775580573.241000
241 124 1775580573.258000
245 125 1775580573.274000
248 130 1775580573.291000
251 135 1775580573.308000
253 141 1775580573.324000
253 146 1775580573.341000
253 151 1775580573.357000
253 155 1775580573.374000
253 159 1775580573.390000
251 163 1775580573.407000
250 167 1775580573.424000
248 169 1775580573.440000
247 171 1775580573.457000
247 171 1775580573.474000

STROKE 4
295 136 1775580573.681000
293 133 1775580573.940000
293 131 1775580573.956000
293 129 1775580573.973000
293 128 1775580573.989000
293 127 1775580574.006000
294 128 1775580574.040000

STROKE 5
288 171 1775580574.247000
293 175 1775580574.538000
294 175 1775580574.555000
295 175 1775580574.571000
297 175 1775580574.588000
299 175 1775580574.604000
301 175 1775580574.621000
301 176 1775580574.637000

