STROKE 1
118 151 1775710574.674000
127 145 1775710574.717000
132 145 1775710574.734000
137 147 1775710574.751000
140 151 1775710574.767000
142 156 1775710574.784000
142 159 1775710574.800000
142 162 1775710574.817000
140 163 1775710574.834000
135 163 1775710574.850000
128 161 1775710574.867000
123 156 1775710574.883000
120 148 1775710574.900000
119 140 1775710574.917000
119 132 1775710574.933000
122 129 1775710574.950000
128 128 1775710574.967000
135 129 1775710574.983000
141 132 1775710575.000000

STROKE 2
170 155 1775710575.156000
173 157 1775710575.250000
173 159 1775710575.267000
173 161 1775710575.283000
171 162 1775710575.300000
167 162 1775710575.316000
163 162 1775710575.333000
160 157 1775710575.350000
159 150 1775710575.366000
159 142 1775710575.383000
162 135 1775710575.399000
168 130 1775710575.416000
174 129 1775710575.433000
180 129 1775710575.449000
184 129 1775710575.466000
186 132 1775710575.482000
187 135 1775710575.499000
187 139 1775710575.516000
187 146 1775710575.533000
187 155 1775710575.549000
187 165 1775710575.566000
187 174 1775710575.582000
187 182 1775710575.599000
188 188 1775710575.616000
189 192 1775710575.632000
189 193 1775710575.649000

STROKE 3
179 177 1775710575.772000
179 180 1775710575.833000
179 189 1775710575.849000
179 198 1775710575.866000
179 205 1775710575.882000
179 210 1775710575.899000
177 214 1775710575.915000
173 216 1775710575.932000
168 217 1775710575.948000
162 217 1775710575.965000
156 217 1775710575.982000

STROKE 4
148 196 1775710576.188000
152 194 1775710576.498000
151 194 1775710576.515000
150 194 1775710576.531000
150 194 1775710576.548000

