STROKE 1
128 140 1775709971.508000
136 131 1775709971.551000
142 133 1775709971.568000
146 138 1775709971.585000
147 144 1775709971.601000
147 150 1775709971.618000
147 155 1775709971.634000
143 157 1775709971.651000
140 158 1775709971.668000
138 158 1775709971.684000
138 158 1775709971.701000
138 158 1775709971.734000
142 158 1775709971.751000
146 160 1775709971.768000
150 164 1775709971.784000
151 169 1775709971.801000
151 173 1775709971.817000
150 176 1775709971.834000
146 177 1775709971.851000
141 177 1775709971.867000
137 177 1775709971.884000
135 177 1775709971.900000
135 177 1775709971.917000

STROKE 2
148 161 1775709972.140000
151 151 1775709972.167000
153 146 1775709972.184000
158 142 1775709972.200000
163 140 1775709972.217000
168 140 1775709972.233000
174 140 1775709972.250000
181 141 1775709972.266000
184 146 1775709972.283000
186 151 1775709972.300000
186 156 1775709972.317000
186 161 1775709972.333000
185 165 1775709972.350000
182 169 1775709972.366000
179 171 1775709972.383000
177 172 1775709972.400000
176 172 1775709972.416000

STROKE 3
190 148 1775709975.418000
197 138 1775709975.479000
201 138 1775709975.496000
206 139 1775709975.512000
210 142 1775709975.529000
214 146 1775709975.545000
216 151 1775709975.562000
216 157 1775709975.579000
216 164 1775709975.595000
216 170 1775709975.612000
216 173 1775709975.629000
216 177 1775709975.645000
216 178 1775709975.662000

