STROKE 1
119 166 1775796755.691000
129 171 1775796755.834000
129 175 1775796755.851000
128 179 1775796755.867000
122 181 1775796755.884000
117 181 1775796755.901000
114 181 1775796755.917000
111 181 1775796755.934000
110 177 1775796755.951000
109 173 1775796755.967000
109 169 1775796755.984000
109 165 1775796756.000000
109 162 1775796756.017000
111 159 1775796756.034000
113 157 1775796756.050000
117 155 1775796756.067000
120 155 1775796756.084000
123 155 1775796756.100000
126 155 1775796756.117000
127 155 1775796756.133000
129 155 1775796756.150000
130 155 1775796756.167000
133 155 1775796756.183000

STROKE 2
152 158 1775796761.667000
155 171 1775796761.743000
155 173 1775796761.759000
155 176 1775796761.776000
154 178 1775796761.792000
151 179 1775796761.809000
148 179 1775796761.826000
145 179 1775796761.842000
144 179 1775796761.859000
143 176 1775796761.876000
142 172 1775796761.892000
142 167 1775796761.909000
142 163 1775796761.925000
142 160 1775796761.942000
144 158 1775796761.958000
147 157 1775796761.975000
150 156 1775796761.992000
152 156 1775796762.008000
155 156 1775796762.025000
157 156 1775796762.042000
158 156 1775796762.058000
160 157 1775796762.075000
161 159 1775796762.092000
162 160 1775796762.108000
162 162 1775796762.125000
162 164 1775796762.142000
162 166 1775796762.158000
162 170 1775796762.175000
162 174 1775796762.192000
162 179 1775796762.208000
162 187 1775796762.225000
162 198 1775796762.241000
162 210 1775796762.258000
162 220 1775796762.275000
163 228 1775796762.291000
166 233 1775796762.308000
170 234 1775796762.325000
174 234 1775796762.341000
178 234 1775796762.358000
186 227 1775796762.374000
191 222 1775796762.391000

STROKE 3
164 171 1775796766.395000
174 161 1775796766.503000
176 161 1775796766.519000
178 161 1775796766.536000
178 163 1775796766.553000
179 166 1775796766.569000
179 168 1775796766.586000
180 171 1775796766.603000
180 173 1775796766.619000
180 175 1775796766.636000
180 177 1775796766.652000
180 179 1775796766.669000
180 180 1775796766.685000
180 181 1775796766.702000
180 182 1775796766.719000
180 182 1775796766.735000

STROKE 4
229 184 1775796767.176000
221 185 1775796767.252000
220 185 1775796767.268000
219 185 1775796767.270000
216 185 1775796767.285000
213 183 1775796767.302000
211 180 1775796767.318000
211 175 1775796767.335000
211 171 1775796767.352000
211 167 1775796767.368000
211 165 1775796767.385000
211 164 1775796767.401000
213 163 1775796767.418000
216 163 1775796767.434000
217 163 1775796767.451000
218 163 1775796767.468000
218 163 1775796767.485000
217 163 1775796767.535000
214 163 1775796767.551000
211 163 1775796767.568000
207 161 1775796767.585000
204 157 1775796767.601000
202 153 1775796767.618000
202 149 1775796767.634000
202 145 1775796767.651000
203 142 1775796767.668000
208 141 1775796767.684000
214 141 1775796767.701000
227 141 1775796767.717000
242 142 1775796767.734000

