STROKE 1
131 94 1775579518.646000
132 83 1775579518.706000
139 83 1775579518.723000
146 83 1775579518.739000
154 83 1775579518.756000
161 85 1775579518.772000
167 87 1775579518.789000
172 91 1775579518.805000
175 96 1775579518.822000
177 102 1775579518.839000
177 110 1775579518.855000
177 118 1775579518.872000
177 124 1775579518.889000
174 128 1775579518.905000
169 132 1775579518.922000
165 134 1775579518.939000
161 134 1775579518.955000
158 134 1775579518.972000
155 134 1775579518.989000
154 134 1775579519.005000
154 134 1775579519.022000

STROKE 2
191 106 1775579519.312000
189 98 1775579519.338000
189 94 1775579519.355000
194 91 1775579519.371000
199 88 1775579519.388000
205 86 1775579519.404000
212 85 1775579519.421000
219 85 1775579519.438000
226 85 1775579519.455000
232 85 1775579519.471000
237 88 1775579519.488000
240 92 1775579519.504000
241 97 1775579519.521000
242 104 1775579519.538000
242 111 1775579519.554000
242 117 1775579519.571000
241 122 1775579519.587000
239 126 1775579519.604000
235 129 1775579519.621000
233 131 1775579519.637000
229 133 1775579519.654000
227 134 1775579519.671000
224 135 1775579519.687000
223 135 1775579519.704000
222 135 1775579519.721000
222 135 1775579519.737000
222 136 1775579519.805000
222 138 1775579519.821000
222 139 1775579519.837000
222 142 1775579519.854000
222 147 1775579519.871000
222 155 1775579519.887000
220 164 1775579519.904000
219 172 1775579519.920000
219 178 1775579519.937000
218 184 1775579519.954000
218 189 1775579519.970000
218 193 1775579519.987000
218 196 1775579520.003000
218 199 1775579520.020000
220 202 1775579520.037000
222 204 1775579520.053000
225 208 1775579520.070000

STROKE 3
237 140 1775579520.361000
236 152 1775579520.386000
236 160 1775579520.403000
236 168 1775579520.419000
236 175 1775579520.436000
236 182 1775579520.453000
236 187 1775579520.469000
236 191 1775579520.486000
236 193 1775579520.503000
236 193 1775579520.519000
237 193 1775579520.536000
240 193 1775579520.553000
243 192 1775579520.569000
247 191 1775579520.586000
251 191 1775579520.603000
257 191 1775579520.619000
262 191 1775579520.636000

STROKE 4
267 73 1775579520.942000
270 80 1775579521.036000
270 81 1775579521.037000
270 84 1775579521.052000
269 87 1775579521.069000
267 88 1775579521.085000
265 89 1775579521.102000
262 89 1775579521.121000
260 89 1775579521.135000
260 87 1775579521.152000
260 84 1775579521.168000
260 81 1775579521.185000
262 80 1775579521.202000
266 79 1775579521.218000
272 79 1775579521.235000
276 79 1775579521.252000

STROKE 5
268 112 1775579521.558000
272 111 1775579521.668000
272 116 1775579521.685000
272 120 1775579521.701000
271 123 1775579521.718000
268 125 1775579521.734000
266 126 1775579521.751000
263 126 1775579521.768000
261 126 1775579521.784000
261 126 1775579521.801000
261 126 1775579521.817000
261 124 1775579521.834000

