STROKE 1
153 114 1775662236.440000
158 105 1775662236.453000
163 102 1775662236.464000
170 102 1775662236.481000
176 104 1775662236.498000
182 112 1775662236.514000
186 121 1775662236.531000
188 129 1775662236.548000
188 137 1775662236.564000
187 143 1775662236.581000
181 147 1775662236.597000
175 149 1775662236.614000
169 149 1775662236.631000
162 149 1775662236.647000
158 147 1775662236.664000
156 142 1775662236.681000
156 138 1775662236.698000
156 136 1775662236.714000
162 135 1775662236.732000
168 135 1775662236.747000
175 135 1775662236.764000

STROKE 2
199 110 1775662236.939000
198 114 1775662236.980000
198 122 1775662236.997000
198 131 1775662237.014000
198 141 1775662237.030000
199 151 1775662237.047000
199 161 1775662237.063000
199 171 1775662237.080000
199 180 1775662237.097000
199 189 1775662237.113000
197 197 1775662237.130000
191 202 1775662237.147000
186 203 1775662237.163000
180 203 1775662237.180000
173 201 1775662237.197000
168 195 1775662237.213000
165 187 1775662237.230000
163 178 1775662237.247000
163 171 1775662237.263000
163 168 1775662237.280000

