STROKE 1
153 177 1775644579.074000
143 182 1775644579.185000
136 179 1775644579.202000
129 172 1775644579.218000
125 164 1775644579.235000
122 156 1775644579.251000
122 149 1775644579.268000
122 141 1775644579.285000
124 135 1775644579.301000
128 130 1775644579.318000
134 127 1775644579.335000
141 126 1775644579.351000
148 126 1775644579.367000
153 126 1775644579.384000
157 129 1775644579.401000
159 134 1775644579.418000
161 139 1775644579.434000
162 144 1775644579.451000
163 149 1775644579.467000
163 155 1775644579.484000
163 160 1775644579.501000
163 164 1775644579.517000
162 169 1775644579.534000
160 172 1775644579.551000
157 175 1775644579.567000
153 177 1775644579.584000
150 178 1775644579.600000
146 178 1775644579.617000
144 178 1775644579.634000
143 178 1775644579.650000

STROKE 2
164 156 1775644580.008000
165 145 1775644580.033000
166 141 1775644580.050000
170 139 1775644580.066000
174 137 1775644580.083000
180 137 1775644580.100000
186 137 1775644580.116000
191 137 1775644580.133000
195 141 1775644580.150000
196 146 1775644580.167000
197 154 1775644580.183000
197 163 1775644580.200000
197 171 1775644580.216000
197 178 1775644580.233000
197 183 1775644580.249000
197 187 1775644580.266000
196 189 1775644580.283000
196 190 1775644580.299000

STROKE 3
198 137 1775644580.491000
190 138 1775644580.550000
187 138 1775644580.566000
184 138 1775644580.583000
180 135 1775644580.599000
176 128 1775644580.616000
174 120 1775644580.633000
174 113 1775644580.649000
174 107 1775644580.666000
180 103 1775644580.682000
187 102 1775644580.699000
193 102 1775644580.716000
197 102 1775644580.732000
200 108 1775644580.749000
202 114 1775644580.765000
202 120 1775644580.782000
202 126 1775644580.799000
202 131 1775644580.815000
199 134 1775644580.832000
196 137 1775644580.849000
193 138 1775644580.865000

