STROKE 1
178 104 1775579728.414000
165 110 1775579728.457000
163 115 1775579728.474000
162 119 1775579728.491000
162 123 1775579728.507000
162 126 1775579728.524000
163 128 1775579728.541000
166 130 1775579728.558000
170 132 1775579728.574000
173 134 1775579728.591000
174 138 1775579728.607000
175 141 1775579728.624000
175 145 1775579728.640000
173 149 1775579728.657000
170 151 1775579728.674000
166 152 1775579728.690000
162 152 1775579728.707000
159 152 1775579728.723000
158 149 1775579728.740000
157 145 1775579728.757000
157 141 1775579728.774000
159 139 1775579728.790000
162 138 1775579728.807000
164 138 1775579728.823000
166 138 1775579728.840000
167 140 1775579728.857000
168 146 1775579728.873000
169 154 1775579728.890000
169 162 1775579728.907000
169 171 1775579728.923000
169 178 1775579728.940000
169 185 1775579728.957000
169 190 1775579728.973000
170 193 1775579728.990000
170 195 1775579729.006000
170 195 1775579729.023000
170 194 1775579729.040000

STROKE 2
189 104 1775579729.246000
175 113 1775579729.289000
170 113 1775579729.306000
165 114 1775579729.323000
161 114 1775579729.340000
157 111 1775579729.356000
155 105 1775579729.372000
155 99 1775579729.389000
155 93 1775579729.406000
158 88 1775579729.423000
163 85 1775579729.439000
167 84 1775579729.456000
171 84 1775579729.472000
174 87 1775579729.489000
177 96 1775579729.506000

STROKE 3
174 187 1775579729.762000
179 180 1775579729.805000
183 179 1775579729.822000
188 177 1775579729.839000
195 175 1775579729.855000
199 174 1775579729.872000

STROKE 4
239 129 1775579730.145000
226 135 1775579730.171000
220 136 1775579730.188000
213 137 1775579730.204000
207 137 1775579730.221000
202 137 1775579730.238000
199 132 1775579730.254000
198 125 1775579730.271000
198 118 1775579730.288000
204 114 1775579730.304000
212 111 1775579730.321000
222 110 1775579730.338000
228 110 1775579730.354000

STROKE 5
228 103 1775579730.577000
214 102 1775579730.621000
212 99 1775579730.637000
210 95 1775579730.654000
210 91 1775579730.670000
210 87 1775579730.687000
212 84 1775579730.703000
221 82 1775579730.720000
233 82 1775579730.736000
245 82 1775579730.753000
258 85 1775579730.770000

