STROKE 1
121 156 1775709750.172000
127 147 1775709750.199000
134 144 1775709750.216000
140 143 1775709750.232000
144 144 1775709750.249000
147 148 1775709750.265000
148 154 1775709750.282000
149 160 1775709750.299000
149 167 1775709750.315000
147 172 1775709750.332000
145 175 1775709750.349000
145 176 1775709750.365000
145 177 1775709750.382000
148 178 1775709750.399000
152 180 1775709750.415000
155 183 1775709750.432000
155 187 1775709750.448000
155 191 1775709750.465000
149 195 1775709750.482000
142 196 1775709750.498000
137 197 1775709750.515000
136 197 1775709750.532000

STROKE 2
153 178 1775709750.737000
151 168 1775709750.752000
152 159 1775709750.765000
158 150 1775709750.781000
167 146 1775709750.798000
177 144 1775709750.815000
186 144 1775709750.831000
194 146 1775709750.847000
198 151 1775709750.864000
199 158 1775709750.881000
199 165 1775709750.897000
197 171 1775709750.914000
189 176 1775709750.930000
182 178 1775709750.947000
176 179 1775709750.964000
173 178 1775709750.980000
172 173 1775709750.997000
173 168 1775709751.014000
181 164 1775709751.030000
191 162 1775709751.047000

STROKE 3
187 143 1775709751.303000
178 144 1775709751.347000
173 144 1775709751.364000
170 144 1775709751.381000
168 138 1775709751.397000
168 127 1775709751.414000
172 116 1775709751.430000
177 110 1775709751.447000
181 108 1775709751.464000
184 108 1775709751.480000
186 112 1775709751.497000
187 119 1775709751.513000
188 129 1775709751.530000
188 139 1775709751.547000

STROKE 4
216 153 1775709751.886000
215 161 1775709751.930000
216 167 1775709751.946000
220 174 1775709751.963000
226 178 1775709751.980000
235 179 1775709751.996000
244 179 1775709752.013000
252 174 1775709752.030000
256 166 1775709752.046000
256 156 1775709752.063000
256 149 1775709752.080000
256 145 1775709752.096000
255 145 1775709752.113000
255 145 1775709752.129000

STROKE 5
260 142 1775709752.319000
253 141 1775709752.345000
249 141 1775709752.362000
245 141 1775709752.379000
241 141 1775709752.396000
238 141 1775709752.412000
236 136 1775709752.429000
236 127 1775709752.446000
236 118 1775709752.462000
242 111 1775709752.479000
250 110 1775709752.495000
257 110 1775709752.512000

