STROKE 1
184 84 1775579721.607000
171 73 1775579721.668000
166 76 1775579721.685000
161 83 1775579721.701000
157 89 1775579721.718000
154 95 1775579721.734000
154 98 1775579721.751000
155 99 1775579721.768000
160 99 1775579721.784000
166 99 1775579721.801000
169 100 1775579721.818000
170 102 1775579721.834000
170 105 1775579721.851000
164 109 1775579721.867000
158 111 1775579721.884000
154 112 1775579721.901000
151 112 1775579721.917000
150 112 1775579721.934000
150 110 1775579721.950000
150 106 1775579721.967000
152 102 1775579721.984000
156 100 1775579722.001000
159 99 1775579722.017000
162 99 1775579722.034000
164 102 1775579722.050000
165 110 1775579722.067000
165 121 1775579722.084000
165 132 1775579722.100000
164 142 1775579722.117000
162 150 1775579722.134000
161 157 1775579722.150000
160 163 1775579722.167000
160 166 1775579722.184000
160 168 1775579722.200000
159 168 1775579722.217000
159 168 1775579722.233000

STROKE 2
192 73 1775579722.457000
180 80 1775579722.483000
175 80 1775579722.500000
171 80 1775579722.516000
167 79 1775579722.533000
164 75 1775579722.550000
162 69 1775579722.566000
162 64 1775579722.583000
162 59 1775579722.600000
162 57 1775579722.617000
165 56 1775579722.633000
169 56 1775579722.650000
173 56 1775579722.666000
175 62 1775579722.683000
175 71 1775579722.699000
175 76 1775579722.716000

STROKE 3
161 165 1775579723.089000
170 166 1775579723.115000
178 166 1775579723.132000
187 166 1775579723.149000
198 166 1775579723.165000
206 165 1775579723.182000

STROKE 4
256 110 1775579723.488000
242 119 1775579723.531000
236 119 1775579723.548000
230 119 1775579723.565000
223 119 1775579723.582000
218 114 1775579723.598000
215 106 1775579723.615000
214 98 1775579723.632000
214 92 1775579723.648000
219 87 1775579723.665000
229 85 1775579723.681000
242 83 1775579723.698000
254 82 1775579723.715000

STROKE 5
258 78 1775579723.938000
246 76 1775579723.964000
239 76 1775579723.981000
232 75 1775579723.997000
226 73 1775579724.014000
221 71 1775579724.031000
220 68 1775579724.047000
220 64 1775579724.064000
224 61 1775579724.081000
233 60 1775579724.097000
244 60 1775579724.114000
258 62 1775579724.131000
273 70 1775579724.147000

