STROKE 1
161 112 1775638571.748000
149 106 1775638571.777000
147 107 1775638571.794000
147 111 1775638571.810000
147 116 1775638571.827000
150 120 1775638571.844000
157 125 1775638571.860000
164 129 1775638571.877000
168 133 1775638571.894000
169 137 1775638571.910000
169 140 1775638571.927000
167 141 1775638571.943000
161 141 1775638571.960000
155 141 1775638571.977000
150 140 1775638571.993000
147 136 1775638572.010000
146 133 1775638572.027000
146 130 1775638572.043000
146 129 1775638572.060000
147 129 1775638572.076000
149 129 1775638572.093000
151 129 1775638572.110000
152 133 1775638572.126000
153 140 1775638572.143000
155 148 1775638572.160000
156 159 1775638572.176000
157 169 1775638572.193000
157 178 1775638572.210000
157 186 1775638572.226000
156 191 1775638572.243000
153 194 1775638572.260000
147 194 1775638572.276000
140 194 1775638572.293000
134 191 1775638572.309000
128 188 1775638572.326000
125 186 1775638572.343000
125 184 1775638572.360000

STROKE 2
238 141 1775638572.533000
228 141 1775638572.559000
221 141 1775638572.576000
214 141 1775638572.592000
208 141 1775638572.609000
202 141 1775638572.626000
197 139 1775638572.642000
196 132 1775638572.659000
196 125 1775638572.676000
198 119 1775638572.692000
202 116 1775638572.709000
205 114 1775638572.725000
207 114 1775638572.742000
207 114 1775638572.759000
207 116 1775638572.792000
205 117 1775638572.809000
200 117 1775638572.825000
196 115 1775638572.842000
191 108 1775638572.859000
189 100 1775638572.876000
189 93 1775638572.892000
192 88 1775638572.909000
199 86 1775638572.926000
207 85 1775638572.942000
220 88 1775638572.959000

STROKE 3
215 177 1775638573.216000
214 176 1775638573.392000
214 174 1775638573.408000
214 174 1775638573.425000
214 174 1775638573.441000
215 178 1775638573.458000

