STROKE 1
129 117 1775638540.594000
140 104 1775638540.622000
147 104 1775638540.639000
153 105 1775638540.655000
160 110 1775638540.672000
165 117 1775638540.689000
169 125 1775638540.705000
171 132 1775638540.722000
171 140 1775638540.738000
171 145 1775638540.755000
166 150 1775638540.772000
159 155 1775638540.788000
151 158 1775638540.805000
144 160 1775638540.822000
138 160 1775638540.838000
135 159 1775638540.855000
134 154 1775638540.872000
134 149 1775638540.888000
136 146 1775638540.905000
140 144 1775638540.922000
144 144 1775638540.938000
150 144 1775638540.955000
163 147 1775638540.971000

STROKE 2
182 118 1775638541.128000
179 130 1775638541.188000
179 145 1775638541.205000
179 162 1775638541.221000
180 177 1775638541.238000
180 191 1775638541.254000
180 203 1775638541.271000
177 213 1775638541.288000
169 220 1775638541.304000
159 225 1775638541.321000
150 226 1775638541.338000
141 226 1775638541.354000
135 221 1775638541.371000
130 212 1775638541.388000
129 200 1775638541.404000
131 186 1775638541.421000

STROKE 3
199 157 1775638541.594000
193 144 1775638541.620000
193 138 1775638541.637000
193 133 1775638541.654000
193 128 1775638541.670000
199 124 1775638541.687000
208 121 1775638541.704000
217 121 1775638541.720000
223 121 1775638541.737000
226 122 1775638541.754000
227 127 1775638541.770000
227 133 1775638541.787000
227 138 1775638541.804000
227 141 1775638541.820000
227 142 1775638541.837000
227 138 1775638541.871000
231 130 1775638541.887000
237 123 1775638541.904000
246 118 1775638541.920000
255 116 1775638541.937000
263 116 1775638541.953000
267 118 1775638541.970000
269 125 1775638541.987000
269 133 1775638542.003000
269 140 1775638542.020000
269 144 1775638542.036000
267 146 1775638542.053000
263 149 1775638542.070000

STROKE 4
256 116 1775638542.227000
247 116 1775638542.253000
241 116 1775638542.269000
235 116 1775638542.286000
230 116 1775638542.303000
227 111 1775638542.320000
227 102 1775638542.336000
231 95 1775638542.353000
240 89 1775638542.370000
252 86 1775638542.386000
265 85 1775638542.403000
283 88 1775638542.419000
298 97 1775638542.436000

