STROKE 1
128 138 1775580044.838000
130 128 1775580044.865000
136 123 1775580044.881000
144 120 1775580044.898000
151 119 1775580044.915000
157 119 1775580044.931000
161 122 1775580044.948000
161 128 1775580044.965000
161 134 1775580044.981000
159 139 1775580044.998000
155 142 1775580045.015000
152 143 1775580045.031000
150 143 1775580045.048000
152 143 1775580045.098000
157 143 1775580045.115000
162 148 1775580045.131000
167 154 1775580045.148000
169 162 1775580045.165000
169 169 1775580045.182000
169 174 1775580045.198000
164 178 1775580045.214000
157 180 1775580045.231000
150 181 1775580045.247000
144 181 1775580045.264000
141 181 1775580045.281000
141 181 1775580045.297000
141 179 1775580045.314000

STROKE 2
172 156 1775580045.504000
169 146 1775580045.518000
169 138 1775580045.530000
170 131 1775580045.547000
174 125 1775580045.564000
181 119 1775580045.580000
188 116 1775580045.597000
196 115 1775580045.614000
204 115 1775580045.630000
210 118 1775580045.647000
215 126 1775580045.664000
218 136 1775580045.680000
220 146 1775580045.697000
220 157 1775580045.714000
220 167 1775580045.730000
218 176 1775580045.747000
212 182 1775580045.763000
207 186 1775580045.780000
201 187 1775580045.797000
196 187 1775580045.813000
192 184 1775580045.830000
190 179 1775580045.847000
190 173 1775580045.863000
190 169 1775580045.880000
192 164 1775580045.896000
199 160 1775580045.913000
209 157 1775580045.930000

STROKE 3
212 108 1775580046.203000
203 113 1775580046.229000
196 115 1775580046.246000
189 118 1775580046.263000
183 118 1775580046.279000
179 118 1775580046.296000
177 113 1775580046.313000
177 104 1775580046.329000
178 94 1775580046.346000
183 86 1775580046.363000
189 80 1775580046.379000
196 78 1775580046.396000
203 78 1775580046.412000
209 79 1775580046.429000
212 85 1775580046.445000
214 92 1775580046.462000
215 99 1775580046.479000
215 105 1775580046.495000
215 110 1775580046.512000
213 113 1775580046.529000
211 115 1775580046.545000
209 116 1775580046.562000
208 117 1775580046.579000

STROKE 4
243 140 1775580046.786000
235 146 1775580046.845000
235 151 1775580046.862000
237 157 1775580046.879000
240 161 1775580046.895000

STROKE 5
266 120 1775580047.051000
270 123 1775580047.095000
272 128 1775580047.112000
274 135 1775580047.128000
274 144 1775580047.145000
274 153 1775580047.161000
272 162 1775580047.178000
266 169 1775580047.195000
260 173 1775580047.211000
253 175 1775580047.228000
247 175 1775580047.245000
242 174 1775580047.261000
238 170 1775580047.278000
237 166 1775580047.294000
237 161 1775580047.311000
243 156 1775580047.327000
250 154 1775580047.344000
257 154 1775580047.361000
263 156 1775580047.377000

STROKE 6
262 119 1775580047.668000
248 121 1775580047.694000
242 121 1775580047.711000
236 120 1775580047.727000
232 117 1775580047.744000
230 110 1775580047.760000
230 100 1775580047.777000
236 89 1775580047.794000
247 79 1775580047.811000
256 74 1775580047.827000
263 74 1775580047.844000
270 74 1775580047.860000
277 83 1775580047.877000

