STROKE 1
163 183 1775905794.580000
158 169 1775905794.605000
157 163 1775905794.621000
157 156 1775905794.638000
157 150 1775905794.655000
158 146 1775905794.671000
164 143 1775905794.688000
170 143 1775905794.705000
175 143 1775905794.721000
177 146 1775905794.738000
179 150 1775905794.754000
180 155 1775905794.771000
180 158 1775905794.788000
181 160 1775905794.805000
181 161 1775905794.821000
181 161 1775905794.838000
183 161 1775905794.854000
187 157 1775905794.871000
194 151 1775905794.887000
202 148 1775905794.904000
207 147 1775905794.921000
210 147 1775905794.937000
211 151 1775905794.954000
211 158 1775905794.971000
211 164 1775905794.987000
211 169 1775905795.004000
211 172 1775905795.021000
210 174 1775905795.037000

STROKE 2
172 108 1775905797.559000
193 122 1775905797.634000
206 129 1775905797.650000

