STROKE 1
146 164 1775889861.468000
153 154 1775889861.496000
160 154 1775889861.512000
168 154 1775889861.529000
174 155 1775889861.545000
176 158 1775889861.562000
177 163 1775889861.579000
177 166 1775889861.595000
175 168 1775889861.612000
173 170 1775889861.629000
172 171 1775889861.645000
172 172 1775889861.662000
172 174 1775889861.679000
173 177 1775889861.695000
176 181 1775889861.712000
178 185 1775889861.729000
179 189 1775889861.745000
179 193 1775889861.762000
175 195 1775889861.778000
170 196 1775889861.795000
165 196 1775889861.812000
161 196 1775889861.828000

STROKE 2
179 165 1775889863.501000
186 158 1775889863.526000
191 157 1775889863.543000
196 157 1775889863.559000
201 157 1775889863.576000
207 157 1775889863.593000
212 161 1775889863.609000
217 166 1775889863.626000
219 172 1775889863.643000
219 179 1775889863.659000
219 185 1775889863.676000
217 190 1775889863.693000
213 193 1775889863.709000

STROKE 3
214 153 1775889864.100000
208 155 1775889864.142000
204 155 1775889864.158000
199 155 1775889864.175000
193 155 1775889864.192000
189 152 1775889864.208000
186 143 1775889864.225000
186 133 1775889864.242000
190 126 1775889864.258000
198 125 1775889864.275000
206 125 1775889864.292000
214 128 1775889864.308000
218 135 1775889864.325000
220 141 1775889864.341000
220 147 1775889864.358000
219 152 1775889864.375000
216 155 1775889864.391000

