STROKE 1
150 123 1775662232.779000
152 114 1775662232.792000
153 110 1775662232.803000
158 109 1775662232.820000
163 109 1775662232.836000
171 114 1775662232.853000
178 120 1775662232.870000
181 127 1775662232.886000
183 134 1775662232.903000
183 141 1775662232.920000
180 146 1775662232.936000
176 149 1775662232.953000
172 150 1775662232.969000
168 150 1775662232.986000
164 150 1775662233.003000
161 147 1775662233.019000
159 145 1775662233.035000
159 142 1775662233.052000
159 140 1775662233.069000
161 139 1775662233.085000
166 139 1775662233.102000
170 139 1775662233.119000
173 140 1775662233.136000

STROKE 2
198 116 1775662233.278000
197 116 1775662233.319000
197 127 1775662233.336000
196 140 1775662233.353000
196 153 1775662233.369000
196 165 1775662233.386000
196 176 1775662233.402000
196 185 1775662233.419000
196 193 1775662233.436000
194 198 1775662233.452000
191 200 1775662233.469000
187 201 1775662233.485000
182 201 1775662233.502000
176 201 1775662233.519000
171 197 1775662233.535000
168 191 1775662233.552000
167 186 1775662233.569000
168 181 1775662233.585000

