STROKE 1
145 128 1775890893.956000
144 134 1775890894.032000
144 137 1775890894.048000
144 140 1775890894.049000
150 146 1775890894.064000
159 151 1775890894.081000

STROKE 2
172 125 1775890896.601000
181 125 1775890896.677000
183 126 1775890896.694000
184 128 1775890896.695000
186 132 1775890896.710000
187 136 1775890896.727000
188 141 1775890896.743000
188 145 1775890896.760000
186 148 1775890896.776000
181 151 1775890896.794000
176 152 1775890896.810000
170 153 1775890896.826000
164 153 1775890896.843000
160 153 1775890896.860000
158 150 1775890896.876000
157 148 1775890896.893000
157 145 1775890896.910000
157 143 1775890896.926000
160 141 1775890896.943000
164 141 1775890896.959000
167 141 1775890896.976000
172 141 1775890896.993000
175 142 1775890897.009000

STROKE 3
183 160 1775890897.433000
182 168 1775890897.492000
182 175 1775890897.509000
182 183 1775890897.526000
182 191 1775890897.542000
181 197 1775890897.559000
177 201 1775890897.575000
171 203 1775890897.592000
164 204 1775890897.608000
155 204 1775890897.626000
148 204 1775890897.642000
142 200 1775890897.658000
137 194 1775890897.675000
134 186 1775890897.691000
132 176 1775890897.708000
130 165 1775890897.725000
129 152 1775890897.741000
129 140 1775890897.758000
129 127 1775890897.775000
129 116 1775890897.791000
129 107 1775890897.808000
132 102 1775890897.825000
139 99 1775890897.841000
168 95 1775890897.858000
196 94 1775890897.874000

STROKE 4
209 128 1775890898.216000
222 122 1775890898.291000
226 125 1775890898.308000
228 130 1775890898.324000
229 135 1775890898.341000
229 140 1775890898.358000
229 144 1775890898.374000
225 148 1775890898.391000
216 151 1775890898.407000
207 151 1775890898.424000
200 151 1775890898.441000
196 149 1775890898.457000
194 144 1775890898.474000
194 139 1775890898.490000
194 135 1775890898.507000
197 133 1775890898.524000
200 133 1775890898.540000
203 133 1775890898.557000
204 133 1775890898.573000
205 133 1775890898.590000
205 136 1775890898.607000
205 139 1775890898.623000
205 144 1775890898.640000
204 151 1775890898.657000

STROKE 5
229 124 1775890898.898000
220 126 1775890898.956000
216 126 1775890898.973000
211 124 1775890898.990000
207 115 1775890899.006000
206 105 1775890899.023000
206 96 1775890899.040000
210 91 1775890899.056000
220 90 1775890899.073000
236 90 1775890899.089000

