STROKE 1
174 133 1775891239.687000
186 128 1775891239.728000
191 129 1775891239.745000
197 133 1775891239.762000
202 140 1775891239.779000
205 145 1775891239.795000
206 151 1775891239.812000
206 156 1775891239.828000
206 161 1775891239.845000
204 164 1775891239.862000
202 168 1775891239.878000
198 171 1775891239.895000
195 173 1775891239.912000
190 175 1775891239.928000
186 175 1775891239.945000
182 175 1775891239.961000
179 175 1775891239.978000
178 173 1775891239.995000
178 169 1775891240.011000
178 164 1775891240.028000
178 161 1775891240.045000
182 160 1775891240.061000
186 159 1775891240.078000
189 159 1775891240.095000
191 159 1775891240.111000
193 160 1775891240.128000
194 163 1775891240.144000
195 166 1775891240.161000
195 169 1775891240.178000
196 173 1775891240.194000
196 178 1775891240.211000
196 185 1775891240.228000
196 192 1775891240.244000
196 200 1775891240.261000
194 210 1775891240.278000
191 218 1775891240.294000
187 225 1775891240.311000
182 229 1775891240.327000
176 231 1775891240.344000
171 232 1775891240.361000
166 232 1775891240.377000
162 228 1775891240.394000
159 221 1775891240.411000
156 213 1775891240.427000
154 202 1775891240.444000
153 184 1775891240.461000
155 156 1775891240.477000
157 136 1775891240.494000
158 120 1775891240.510000
159 110 1775891240.527000
160 103 1775891240.544000
163 99 1775891240.560000
168 97 1775891240.577000
175 97 1775891240.594000
184 97 1775891240.610000
207 103 1775891240.627000
220 109 1775891240.644000

STROKE 2
188 121 1775891240.984000
189 111 1775891241.244000
188 111 1775891241.260000
188 112 1775891241.276000
188 114 1775891241.293000

